accelerationTimestamp,accelerationX,accelerationY,accelerationZ,angularSpeedTimestamp,angularSpeedX,angularSpeedY,angularSpeedZ,magneticFieldTimestamp,magneticFieldX,magneticFieldY,magneticFieldZ
0,9.6000042,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.448500007,0.405000001
0,9.60478973,-1.79461694,-1.33519506,0,0.00244346098,-0.00977384392,0,0,-0.0434999987,-0.448500007,0.409500003
0,9.6000042,-1.80418825,-1.30648112,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.450000018,0.409500003
0,9.57607651,-1.77547443,-1.32562375,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0390000008,-0.453000009,0.40200001
0,9.59521866,-1.78504574,-1.33519506,0,0.00244346098,-0.00977384392,0,0,-0.0359999985,-0.45449999,0.414000005
0,9.60957527,-1.78983128,-1.30648112,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0450000018,-0.456,0.411000013
0,9.59043312,-1.78026009,-1.31126678,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.453000009,0.407999992
0,9.59521866,-1.79940259,-1.30648112,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.453000009,0.405000001
0,9.58086205,-1.77068877,-1.29690993,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.456,0.411000013
0,9.6000042,-1.79461694,-1.30169547,0,-0.00977384392,0,-0.00244346098,0,-0.0419999994,-0.450000018,0.412499994
0,9.59521866,-1.76590312,-1.32562375,0,-0.0146607663,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.457500011,0.406500012
0,9.59521866,-1.79461694,-1.32083809,0,-0.0122173047,-0.0293215327,-0.00244346098,0,-0.0465000011,-0.456,0.403499991
0,9.57607651,-1.79461694,-1.32562375,0,-0.00244346098,-0.0366519131,-0.00488692196,0,-0.0405000001,-0.451499999,0.40200001
0,9.57607651,-1.79940259,-1.30169547,0,0.0122173047,-0.0293215327,-0.00488692196,0,-0.0390000008,-0.453000009,0.407999992
0,9.60957527,-1.77068877,-1.32562375,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.450000018,0.407999992
0,9.58086205,-1.78983128,-1.30648112,0,0.00488692196,-0.00733038317,-0.00244346098,0,-0.0419999994,-0.45449999,0.409500003
0,9.6000042,-1.78504574,-1.31126678,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.444000006,0.407999992
0,9.59521866,-1.77068877,-1.32083809,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.453000009,0.405000001
0,9.59043312,-1.78504574,-1.33040941,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.453000009,0.411000013
0,9.58564758,-1.78504574,-1.32083809,0,0,-0.00977384392,-0.00488692196,0,-0.0390000008,-0.451499999,0.409500003
0,9.58086205,-1.80418825,-1.30169547,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.450000018,0.407999992
0,9.59043312,-1.78983128,-1.31605244,0,0.00733038317,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.457500011,0.412499994
0,9.58564758,-1.78504574,-1.32083809,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.453000009,0.411000013
0,9.59521866,-1.78504574,-1.31605244,0,0.00733038317,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.453000009,0.411000013
0,9.59521866,-1.79940259,-1.31605244,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0434999987,-0.450000018,0.409500003
0,9.57129097,-1.78026009,-1.30648112,0,0.00244346098,-0.0146607663,-0.00244346098,0,-0.0434999987,-0.453000009,0.409500003
0,9.59043312,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.453000009,0.414000005
0,9.6000042,-1.78983128,-1.29690993,0,0,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.456,0.411000013
0,9.59521866,-1.78504574,-1.30648112,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.451499999,0.407999992
0,9.59043312,-1.79940259,-1.31605244,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.460500002,0.405000001
0,9.6000042,-1.78983128,-1.30648112,0,0,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.456,0.411000013
0,9.58564758,-1.79940259,-1.31605244,0,0.00244346098,-0.0122173047,0,0,-0.0434999987,-0.456,0.407999992
0,9.59521866,-1.78983128,-1.32083809,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.457500011,0.411000013
0,9.6000042,-1.78504574,-1.33040941,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.446999997,0.406500012
0,9.59043312,-1.78504574,-1.29690993,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0419999994,-0.450000018,0.407999992
0,9.62393284,-1.77547443,-1.29690993,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0375000015,-0.453000009,0.411000013
0,9.59521866,-1.78026009,-1.30648112,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.45449999,0.409500003
0,9.61436176,-1.78504574,-1.32083809,0,0.00488692196,-0.0122173047,-0.00488692196,0,-0.0450000018,-0.456,0.411000013
0,9.60957527,-1.78983128,-1.32562375,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.457500011,0.406500012
0,9.58564758,-1.78026009,-1.32562375,0,-0.00488692196,-0.0317649916,-0.00244346098,0,-0.0359999985,-0.451499999,0.407999992
0,9.58086205,-1.79940259,-1.31126678,0,-0.0146607663,-0.00488692196,-0.00244346098,0,-0.0405000001,-0.451499999,0.40200001
0,9.61436176,-1.80418825,-1.32083809,0,0.0171042271,-0.0219911486,-0.00244346098,0,-0.0450000018,-0.451499999,0.40200001
0,9.59521866,-1.79461694,-1.32083809,0,-0.00977384392,-0.0342084542,-0.00244346098,0,-0.0450000018,-0.45449999,0.405000001
0,9.59521866,-1.77068877,-1.30648112,0,0.00244346098,-0.0366519131,-0.00488692196,0,-0.0494999997,-0.450000018,0.40200001
0,9.59043312,-1.76590312,-1.33519506,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.456,0.403499991
0,9.59043312,-1.78504574,-1.32083809,0,0.00488692196,-0.00733038317,-0.00244346098,0,-0.0465000011,-0.457500011,0.407999992
0,9.59521866,-1.77547443,-1.33519506,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0434999987,-0.448500007,0.409500003
0,9.58564758,-1.78983128,-1.31605244,0,0.00244346098,-0.0146607663,-0.00244346098,0,-0.0390000008,-0.45449999,0.403499991
0,9.58564758,-1.78026009,-1.33519506,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0450000018,-0.460500002,0.407999992
0,9.6000042,-1.79461694,-1.33040941,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.45449999,0.407999992
0,9.58564758,-1.78504574,-1.32562375,0,0.00488692196,-0.00977384392,-0.00488692196,0,-0.0434999987,-0.45449999,0.406500012
0,9.59043312,-1.78504574,-1.32083809,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.450000018,0.406500012
0,9.60478973,-1.78026009,-1.30169547,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0465000011,-0.450000018,0.407999992
0,9.60478973,-1.78983128,-1.30169547,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.456,0.412499994
0,9.58086205,-1.78983128,-1.29690993,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0359999985,-0.448500007,0.40200001
0,9.59521866,-1.78983128,-1.32562375,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0390000008,-0.451499999,0.409500003
0,9.59043312,-1.79461694,-1.32562375,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.450000018,0.412499994
0,9.58086205,-1.78983128,-1.29690993,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.45449999,0.407999992
0,9.57129097,-1.78983128,-1.34476638,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.456,0.407999992
0,9.59521866,-1.77068877,-1.30169547,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.456,0.405000001
0,9.58564758,-1.78026009,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0494999997,-0.453000009,0.406500012
0,9.58564758,-1.78026009,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.448500007,0.407999992
0,9.6000042,-1.77547443,-1.32562375,0,0.00488692196,-0.00977384392,-0.00488692196,0,-0.0465000011,-0.451499999,0.411000013
0,9.60957527,-1.79461694,-1.32083809,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.451499999,0.407999992
0,9.60478973,-1.78026009,-1.30648112,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0390000008,-0.451499999,0.411000013
0,9.61436176,-1.78504574,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.456,0.409500003
0,9.58564758,-1.78983128,-1.30648112,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0390000008,-0.462000012,0.407999992
0,9.58086205,-1.78983128,-1.32562375,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0390000008,-0.451499999,0.406500012
0,9.59521866,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0494999997,-0.453000009,0.407999992
0,9.59521866,-1.78983128,-1.32562375,0,-0.00977384392,-0.0244346093,-0.00488692196,0,-0.0450000018,-0.45449999,0.407999992
0,9.60478973,-1.78026009,-1.31605244,0,-0.00244346098,-0.0342084542,-0.00244346098,0,-0.0434999987,-0.458999991,0.406500012
0,9.60478973,-1.79940259,-1.32562375,0,0.00977384392,-0.0293215327,-0.00488692196,0,-0.0465000011,-0.451499999,0.407999992
0,9.6000042,-1.78504574,-1.33040941,0,-0.0122173047,-0.0268780701,-0.00488692196,0,-0.0480000004,-0.451499999,0.411000013
0,9.58564758,-1.78026009,-1.31126678,0,-0.00977384392,-0.0366519131,-0.00488692196,0,-0.0450000018,-0.453000009,0.40200001
0,9.59521866,-1.76590312,-1.31126678,0,0,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.451499999,0.403499991
0,9.59043312,-1.78504574,-1.32083809,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.456,0.407999992
0,9.6000042,-1.78026009,-1.29690993,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0419999994,-0.450000018,0.406500012
0,9.58564758,-1.78983128,-1.32083809,0,0,-0.0122173047,0,0,-0.0390000008,-0.45449999,0.406500012
0,9.60957527,-1.80418825,-1.32083809,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0434999987,-0.448500007,0.412499994
0,9.6000042,-1.79461694,-1.30648112,0,0.00488692196,-0.0122173047,-0.00488692196,0,-0.0465000011,-0.451499999,0.409500003
0,9.59043312,-1.78026009,-1.32083809,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.450000018,0.405000001
0,9.59521866,-1.79461694,-1.32083809,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0390000008,-0.453000009,0.405000001
0,9.60957527,-1.78504574,-1.32562375,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.457500011,0.412499994
0,9.59521866,-1.79461694,-1.28733861,0,0,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.45449999,0.405000001
0,9.58564758,-1.78026009,-1.33040941,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.453000009,0.409500003
0,9.59043312,-1.78504574,-1.32083809,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.453000009,0.405000001
0,9.58564758,-1.78504574,-1.31605244,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0450000018,-0.448500007,0.411000013
0,9.59043312,-1.77547443,-1.30648112,0,0,-0.0122173047,-0.00488692196,0,-0.0450000018,-0.45449999,0.409500003
0,9.59043312,-1.79940259,-1.32083809,0,0,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.462000012,0.407999992
0,9.59043312,-1.79461694,-1.33040941,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0434999987,-0.446999997,0.4005
0,9.58564758,-1.78504574,-1.31605244,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.451499999,0.414000005
0,9.58564758,-1.78026009,-1.30169547,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.453000009,0.411000013
0,9.60478973,-1.78026009,-1.29690993,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0480000004,-0.451499999,0.409500003
0,9.6000042,-1.78504574,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.453000009,0.412499994
0,9.60478973,-1.78026009,-1.31126678,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.451499999,0.409500003
0,9.59521866,-1.79940259,-1.32562375,0,0,-0.0122173047,-0.00244346098,0,-0.0450000018,-0.451499999,0.407999992
0,9.59521866,-1.78983128,-1.33040941,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0480000004,-0.451499999,0.411000013
0,9.59521866,-1.78026009,-1.33040941,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.451499999,0.412499994
0,9.56650448,-1.76590312,-1.31126678,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.450000018,0.407999992
0,9.6000042,-1.78026009,-1.32083809,0,-0.0146607663,-0.0171042271,-0.00488692196,0,-0.0405000001,-0.446999997,0.40200001
0,9.57607651,-1.79940259,-1.31126678,0,-0.00244346098,-0.0293215327,-0.00488692196,0,-0.0494999997,-0.451499999,0.407999992
0,9.59043312,-1.78026009,-1.30648112,0,0.00244346098,-0.0342084542,-0.00488692196,0,-0.0434999987,-0.456,0.411000013
0,9.60957527,-1.77547443,-1.32562375,0,0.0146607663,-0.0219911486,-0.00488692196,0,-0.0450000018,-0.456,0.403499991
0,9.60478973,-1.78983128,-1.30169547,0,0.0244346093,-0.00977384392,-0.00488692196,0,-0.0405000001,-0.458999991,0.405000001
0,9.58564758,-1.79461694,-1.31126678,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0434999987,-0.45449999,0.40200001
0,9.6191473,-1.79461694,-1.31126678,0,0,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.45449999,0.406500012
0,9.58564758,-1.78026009,-1.32083809,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.451499999,0.405000001
0,9.59521866,-1.78504574,-1.32562375,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0375000015,-0.458999991,0.406500012
0,9.59521866,-1.78026009,-1.32562375,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0450000018,-0.451499999,0.412499994
0,9.6000042,-1.77068877,-1.32562375,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0419999994,-0.45449999,0.411000013
0,9.59521866,-1.78026009,-1.32083809,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.450000018,0.409500003
0,9.60957527,-1.79461694,-1.32083809,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0450000018,-0.448500007,0.405000001
0,9.60957527,-1.78983128,-1.31126678,0,0.00733038317,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.453000009,0.411000013
0,9.57607651,-1.77547443,-1.31605244,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.45449999,0.406500012
0,9.60478973,-1.78026009,-1.30648112,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.450000018,0.407999992
0,9.59521866,-1.78026009,-1.33040941,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.45449999,0.403499991
0,9.6000042,-1.78026009,-1.31605244,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.451499999,0.409500003
0,9.58564758,-1.7563318,-1.33040941,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0450000018,-0.45449999,0.409500003
0,9.60478973,-1.78983128,-1.33519506,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.457500011,0.406500012
0,9.58564758,-1.79940259,-1.31126678,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.453000009,0.409500003
0,9.6000042,-1.79461694,-1.32083809,0,0.00244346098,-0.0146607663,-0.00244346098,0,-0.0405000001,-0.448500007,0.407999992
0,9.6000042,-1.80418825,-1.32562375,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0419999994,-0.45449999,0.406500012
0,9.60957527,-1.78026009,-1.33519506,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0465000011,-0.450000018,0.412499994
0,9.59043312,-1.79461694,-1.30169547,0,0.00244346098,-0.0122173047,0,0,-0.0434999987,-0.45449999,0.405000001
0,9.59521866,-1.79461694,-1.31126678,0,0.00244346098,-0.00977384392,0,0,-0.0480000004,-0.45449999,0.407999992
0,9.59043312,-1.79940259,-1.31605244,0,0,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.451499999,0.409500003
0,9.60957527,-1.78026009,-1.33040941,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.456,0.411000013
0,9.59043312,-1.79940259,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.451499999,0.409500003
0,9.59521866,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.45449999,0.406500012
0,9.60957527,-1.78983128,-1.31126678,0,0.00488692196,-0.0293215327,-0.00244346098,0,-0.0405000001,-0.457500011,0.407999992
0,9.59521866,-1.80418825,-1.29690993,0,0.0195476878,-0.0195476878,-0.00244346098,0,-0.0405000001,-0.451499999,0.403499991
0,9.60478973,-1.78026009,-1.31126678,0,0.0219911486,0,0,0,-0.0450000018,-0.448500007,0.405000001
0,9.6000042,-1.77547443,-1.31126678,0,0.00733038317,-0.0293215327,-0.00488692196,0,-0.0405000001,-0.456,0.406500012
0,9.6000042,-1.79461694,-1.31126678,0,0.0219911486,-0.0195476878,-0.00244346098,0,-0.0450000018,-0.451499999,0.405000001
0,9.59521866,-1.77547443,-1.31605244,0,0,-0.0146607663,-0.00244346098,0,-0.0405000001,-0.456,0.409500003
0,9.61436176,-1.79461694,-1.32083809,0,0.00244346098,-0.0122173047,0,0,-0.0390000008,-0.453000009,0.412499994
0,9.6000042,-1.78983128,-1.32083809,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.453000009,0.406500012
0,9.58564758,-1.77068877,-1.28733861,0,0.00488692196,-0.0122173047,-0.00488692196,0,-0.0494999997,-0.456,0.407999992
0,9.59521866,-1.78504574,-1.32083809,0,0,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.453000009,0.407999992
0,9.59521866,-1.79461694,-1.32562375,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0375000015,-0.45449999,0.407999992
0,9.58086205,-1.78983128,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.448500007,0.405000001
0,9.59521866,-1.78983128,-1.32083809,0,0,-0.00977384392,-0.00244346098,0,-0.0450000018,-0.453000009,0.406500012
0,9.59043312,-1.78983128,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.45449999,0.409500003
0,9.59043312,-1.79940259,-1.30169547,0,0.00244346098,-0.0122173047,0,0,-0.0390000008,-0.458999991,0.406500012
0,9.60478973,-1.78983128,-1.31126678,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0405000001,-0.451499999,0.409500003
0,9.59521866,-1.79940259,-1.31126678,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.45449999,0.412499994
0,9.60957527,-1.78983128,-1.29212427,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0419999994,-0.450000018,0.407999992
0,9.59043312,-1.78983128,-1.30648112,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0390000008,-0.456,0.407999992
0,9.58564758,-1.78504574,-1.29690993,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0359999985,-0.453000009,0.412499994
0,9.58086205,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0405000001,-0.451499999,0.412499994
0,9.59043312,-1.76590312,-1.32083809,0,0.00488692196,-0.00733038317,-0.00244346098,0,-0.0480000004,-0.456,0.405000001
0,9.59043312,-1.78983128,-1.31605244,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0465000011,-0.456,0.406500012
0,9.59521866,-1.78983128,-1.28733861,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0465000011,-0.453000009,0.407999992
0,9.60478973,-1.76590312,-1.30648112,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.45449999,0.414000005
0,9.6000042,-1.77547443,-1.32562375,0,0.00488692196,-0.0122173047,-0.00244346098,0,-0.0434999987,-0.451499999,0.407999992
0,9.59521866,-1.80418825,-1.31605244,0,0.00244346098,-0.0122173047,0,0,-0.0405000001,-0.448500007,0.407999992
0,9.60478973,-1.80897391,-1.33519506,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0434999987,-0.450000018,0.409500003
0,9.57607651,-1.80418825,-1.30648112,0,0.00488692196,-0.00977384392,-0.00244346098,0,-0.0390000008,-0.453000009,0.407999992
0,9.59521866,-1.78983128,-1.32562375,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.456,0.411000013
0,9.57607651,-1.80418825,-1.33519506,0,0.00244346098,-0.0342084542,-0.00488692196,0,-0.0450000018,-0.451499999,0.406500012
0,9.6000042,-1.78504574,-1.31126678,0,0.00977384392,-0.0244346093,-0.00488692196,0,-0.0405000001,-0.457500011,0.405000001
0,9.59521866,-1.80897391,-1.32562375,0,0.0219911486,-0.00733038317,-0.00244346098,0,-0.0419999994,-0.451499999,0.40200001
0,9.60957527,-1.78983128,-1.30648112,0,0.0195476878,0.00733038317,-0.00244346098,0,-0.0450000018,-0.460500002,0.40200001
0,9.6000042,-1.78026009,-1.32083809,0,0.0122173047,-0.0293215327,-0.00244346098,0,-0.0450000018,-0.450000018,0.406500012
0,9.61436176,-1.79940259,-1.32083809,0,0,-0.00977384392,-0.00244346098,0,-0.0480000004,-0.451499999,0.398999989
0,9.59043312,-1.78983128,-1.29212427,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0405000001,-0.457500011,0.407999992
0,9.59043312,-1.79940259,-1.31605244,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0405000001,-0.451499999,0.411000013
0,9.58564758,-1.78026009,-1.30648112,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0450000018,-0.45449999,0.405000001
0,9.60478973,-1.78983128,-1.31126678,0,0.00244346098,-0.00977384392,-0.00244346098,0,-0.0434999987,-0.450000018,0.407999992
0,9.59043312,-1.76590312,-1.30648112,0,0.00488692196,-0.00977384392,0,0,-0.0405000001,-0.460500002,0.411000013
0,9.6000042,-1.78504574,-1.31605244,0,0.00244346098,-0.0122173047,-0.00488692196,0,-0.0450000018,-0.448500007,0.407999992
0,9.59043312,-1.78026009,-1.30648112,0,0.00244346098,-0.0122173047,-0.00244346098,0,-0.0405000001,-0.453000009,0.406500012
0,9.58086205,-1.77547443,-1.30648112,0,0.00244346098,-0.00977384392,-0.00488692196,0,-0.0405000001,-0.450000018,0.414000005
0,9.57129097,-1.78983128,-1.30169547,0,0,-0.0122173047,-0.00244346098,0,-0.0480000004,-0.450000018,0.412499994
